,text,Ans
2756,im wearing certain tye dye tshirt moment miss  counterparts,neutral
2757,gotcha  lets meet  twitt cafe,neutral
2758,feeling sick  oh well reckon people bus cursed me anyways nighty night all,neutral
2759,didnt take long fragment bone heal major bone reabsorbed body may need fix future,neutral
2760,happy belated birthday hun net broke first chance ive get online luff yooooooo xxxxxxxx,positive
2761, think  read strawberries hard fav char comics like bad rabbit stud chic  sent kid,negative
2762,supporter totally,neutral
2763,marie justin timberlake sooo funny,neutral
2764,get yer freak onits monday great one its possible great monday,neutral
2765,managed stab piece bhuja hot course roof mouth blood everywhere  well least mouth,neutral
2766,love,neutral
2767,steak burrito bowl right wish wasnt lazy go downtown,neutral
2768,hahaha chivalrys dead rare,neutral
2769,awww holly shes cute hope let sing again,negative
2770,omg twin sisters fav song,neutral
2771,moving office im going miss hollywood,neutral
2772,girl friend also dropped,neutral
2773,wedding,neutral
2774,probably not kinda expensive work people weekends work,neutral
2775,shame freud cant follow implication,positive
2776,yes pool opened weekend,neutral
2777,alone evening,neutral
2778,might still eating drinking,neutral
2779,farewelling employee tonight,negative
2780,everyones set away msn nobody talk ,neutral
2781,skyped u la nite,neutral
2782,like rio ferdinand  hes wearing england jersey,neutral
2783,truly sad cheap little camcorder shot craps,neutral
2784,sweet nk dream love,neutral
2785,obsessing chris pine heehee,neutral
2786,fear crept its already dismissed let thing right coz time feeling its different,neutral
2787,ugh miserable looking day  degrees summer go,neutral
2788,bored really dont know do,neutral
2789,woot go girl,neutral
2790,twitterberry moved ubertwitter  suffered bb cache error,neutral
2791,poetic great going keep coming,negative
2792,thanks stephen appreciate,neutral
2793,totally got hit one bar guests ha hayay me,neutral
2794,hate happens hope figure soon,neutral
2795,well miss you im sad didnt get meet,neutral
2796,completely excellent dave matthew concert jason mraz opened  heard stay leave  crush first time live,negative
2797,spoke culture racker castle time awesome mexican food drinkingantibiotics,negative
2798,twitz lolhiiii yourself maybe lay patron bottle water,neutral
2799,way homee love long car rides,neutral
2800,tiiiired cant sleep,negative
2801,greeeeeeaaaaatttttttt babe amazing,neutral
2802,well its definitely hayfever,neutral
2803,thinking recent job opportunity hoping get one gettng ready church,neutral
2804,poor little mth old taken hospital yesterday syringe feeding home doesnt want drink,neutral
2805,graverobber graverobber sometimes wonder even bother fun tonight,neutral
2806,snl tonight its going hilarious,negative
2807,got see  favorite guy back long island heading back city tomorrow monday boyfriend ,negative
2808,tell yo mamma em axe durrin said happy mother day,negative
2809,dont want leave,neutral
2810,httptwitpiccomxjl  hour sun turned blancmange suck pale,neutral
2811,aww happy mothers day girlie kingston lucky great mommy,positive
2812,oh really hopefully good one trying get attention thats,neutral
2813,let check sir,negative
2814,bout knock out feelin lil sick peace yall,neutral
2815,yay playing scattegories random joel may  sherman,neutral
2816,corruptedangel god really really  christ,neutral
2817,httptwitpiccomofz  ugh gross,neutral
2818,know how,neutral
2819,like wat wat doha got ill go  mushygushy peace twitter dude got gushy gram  make,neutral
2820,need hug cuz garbage truck men keep driving next whistling im working hard  graduate,neutral
2821,fantastic thank,negative
2822,r one mine potential winner think could quite easy code might sit,neutral
2823, hour sleep last night barely functioning,neutral
2824,thank you usually learning happens get little rest review notes reminds me id better get rest,negative
2825,hear its scorcher back home  weve got cloud back studio maybe were lucky might get  song done day,neutral
2826,technicallyi havent really gotten bed think youre right im gonna stay here,neutral
2827,yeah ill probably stop story completely finished wont though wide awake,neutral
2828,nope its year since its happened like this,neutral
2829,trying twitter thing out facebook finally routine me need figure twitter thing,neutral
2830,see u next saturday mr,neutral
2831,miss terribly,neutral
2832,ill creative choosing next alias adding n front obviously stealthy enought,neutral
2833,s tried reply back you need follow dm  many friend common short answer,neutral
2834,bought leica m charger arrived doa called leica got transferred around left vm atleast rf isnt misaligned,neutral
2835,oh yeah camera clipping problem void completely fixed yay fiddling,negative
2836,em hahahahaha sry,neutral
2837,got twilight board game today good old ebay,neutral
2838, law power robert greene its little bit much me anyone interested copy dm,neutral
2839,im real boy goddamit guh apostro feel sad library lady think im stupid shes stupid j,neutral
2840,ive run earl grey lemon tea instead whb,neutral
2841,finally made qchappy mothers day got car,negative
2842,im done good nite,neutral
2843,one watch with peep actually focused final already,negative
2844,oh its long cant remember,neutral
2845,download movie notorious httptinyurlcomdugs cool movie,negative
2846,want hang beth tenaya hubby tonightbut jon want hang people,neutral
2847,talking sarah lisa,neutral
2848,tweeterizing mobile,neutral
2849,hi waking up lazy all would proud me  here btw nice colour burnt,positive
2850,seagull hate im utterly depressed it miss him,neutral
2851,want get super pretty want cig,neutral
2852,wasabi recovering surgery httpappsfacebookcomdogbookprofileview,neutral
2853,omg icecream,neutral
2854,going school leave stuff,negative
2855,run ill later hopefully catch everyone missed today working web bear miss lot,neutral
2856,gosh watchin cosmetic surgery nightmare itv  awful,neutral
2857,ive passed drunk passed couple hours good go,neutral
2858,grr stupid meebo disconnecting every  second,neutral
2859,lmao saw this sound hella good hair appt ,neutral
2860,ooh new bonkers tomorrow nearly forgot,positive
2861,im sure but  fan week wow me guess soon overtake malaysian page no,neutral
2862,im tired sick better sunday sing morning night,neutral
2863,love video da funk daft punk,neutral
2864,lovely,neutral
2865,packing gym bag gym bit squee im happiest whem im go,neutral
2866,happy mother day mommy love much dono id without ,neutral
2867,homework  study guide,positive
2868,grrr hate make careless mistake doc give partner,neutral
2869,least hes breakthrough performance tho wanted nominated category,neutral
2870,d version sold regular version is,neutral
2871,its gone,neutral
2872,ruggedman hi vishal,neutral
2873,finally again use internet explorer firefox issue back normal tweeting,neutral
2874,its friday work weekend,neutral
2875,feeling butterfly today study study study contracts gonna ace this writeon competition journals,neutral
2876,come fun part find offer per country live outside us change quite tiny,neutral
2877,watched yes man good httptinyurlcomdbrc,neutral
2878,forgot word started cry stopped singing carried cried stopped,neutral
2879,hey sherri  dont give bc theyre married may brother friend,neutral
2880,sorry think   hr till  day off,neutral
2881,cant im ipod doesnt im,neutral
2882,okay thought getting sick nope hahaha phew sry mike lol  hope get better soon,negative
2883,grrrr youtube wont let watch chat,neutral
2884,well propels people change direction point wasting day something lost passion for,neutral
2885,hour fifteen drive left bored ate half food already,neutral
2886,contemplating getting hair cut severe anxiety it,neutral
2887,seriously addicted talking people haha love dont care cant tell otherwise jerk,positive
2888,excitement  new follower overnight sadness  ad bots,neutral
2889,sorry demi read post attend bgt im sure support sb helped tho world without pap plzz,neutral
2890,wish could go meet middle tomorrow,neutral
2891,pauly wallly  made life  happy hell love x reply back,neutral
2892,lovin    bailon soooo much right now,neutral
2893,bye la already miss,neutral
2894,haha dork  sound yummy  share,neutral
2895,ahhh think leg burnt hurt,neutral
2896,its trashy sensationalistso yes,neutral
2897,hahaha ur gonna tweet awoke  night haha man concert suck calis da place ,negative
2898,happy star war day,neutral
2899,thanks follow,positive
2900,httptwitpiccomernb  loving jumper,neutral
2901,oh fml probs gunna shepard bush hate,neutral
2902,unfortunatly start making way home via singapore gig too fun aint yet ,neutral
2903,wish sun lolly get addicted flavour,neutral
2904,im saddo haha actually make really happy warren dead though,negative
2905,need another kiss attack,neutral
2906,hehe almost hear right ear yet,neutral
2907,nku  get app all,neutral
2908,saw whole lot stuff africa joy casterbridge farm white river mpumalangawas quite thrilled see ur stuff,negative
2909,mom emailed  itll porch anytime come tomorrow well miss you dont worry knocking,neutral
2910,tweetioi class real problem taylor,neutral
2911,hey hunnie u miss talkin u ty follow,positive
2912,think im broke again ,neutral
2913,httptwitpiccomjco  result working greenblack fingers,positive
2914,maaaaan spent hour project work computer bork crash lost,neutral
2915,made decision stick although im really sure its right one,neutral
2916,ahhhhh processing shipment sooooooo much,neutral
2917,cant find hope didnt get eaten anything last nighthe jumped deck wont stay safe sigh,neutral
2918,poor baby girl poorly x,neutral
2919,whooo baby good luck,neutral
2920,d aaaww thats good know im glad james great love guys kiss venezuela,positive
2921,real detroit weekly websiteoh horror horror,negative
2922,going line rest day made progress game weekend may like again,negative
2923,omgod im soooo tired dont think energy film today lol,neutral
2924,mine twpp shadez,neutral
2925,writing essay college writing boring,neutral
2926,heard good vibration thought charlie dying lost,positive
2927,surprised havent fired announcing whole world body theyd found selfish,neutral
2928,haha see go wear blue  heey ur watching jonas hahaha  havent watched ep yet hope show soonp,neutral
2929,itd nice soon well pay tweet,neutral
2930,win trip america please reply xo,neutral
2931,hahaha yes am lil jon freakin jizzle u know named st puppy u lil jizzleremember lolxoxox,neutral
2932,wonder karma point turned  httpplurkcompwxj,neutral
2933,sun shining great day,neutral
2934,chazs daily happenings  watching er instead dvd end era   sun out wooo  httptinyurlcomlgwrum,neutral
2935,hahaha thats cool pic sal made daniel you lol,neutral
2936,sweetie lucky too liberty,positive
2937,anyone super nintendo controller want sell me mine broke,neutral
2938,go mid valley la  haha never mind la dont wanna go anyways,neutral
2939,attempting sleep puppy sick already,neutral
2940,wanted see that enjoy it,neutral
2941,hah finally got home,neutral
2942,sick doctor waiting room,neutral
2943,drive make it ahh margarita best,neutral
2944,omg wow hope everything ok,neutral
2945,lazy day staying foot much possible,neutral
2946,thingsmummysaid result broken condom,negative
2947,oh okay cool love fast furious cant wait see new one,negative
2948,yeah thing arent going well me im getting feel like havent felt long long time,negative
2949,yes reprieve one paper pushed back friday leaf three page due pm even problem,neutral
2950,spending quality time fender tele deluxetrue love,neutral
2951,hmm icecream breakfast springtime,neutral
2952,wishing could seen nephew graduate kindergarten,neutral
2953,l u much see u school todaay,neutral
2954,britains got torture  edelcries,negative
2955,suzi,neutral
2956,its amazing dvd ill put netflix list based trash potential inherent title,neutral
2957,august  requoting gyaan  live life fail notice live  quote muthu,neutral
2958,perkinz idk wat dat tho maybe sum  lol,neutral
2959,youre silly,positive
2960,its  am hear helicopter flying house thats kind weird news headache back booooo,neutral
2961,rofl u did hahaha lemme tell salman munir p p,neutral
2962,yea way go super excited great midwest resource midwest pride,neutral
2963,hi  net yayy im short time though,neutral
2964,loving sunshine wish poor richie would feel better,neutral
2965,were,negative
2966,heyy si  year  month still want walk,neutral
2967,hey site down going listen web stream cant get site,negative
2968,mind racing  bc  word wrote hate him hate most  cant keep falling,neutral
2969,hope  eclipse running btw httptinyurlcomdyd,positive
2970,uh happy mothers day mum,negative
2971,bebop thats lame sorry,neutral
2972,morning you,neutral
2973, cheer lizzi b another foh hero concert still suppose b upset xoxoxo,negative
2974,ill definitely write it look forward article re if write it fun,neutral
2975,hug  kathy though moms heaven know shes smiling accomplishment  people keep positive,neutral
2976,oh no missed again,neutral
2977,dont anything fwd mobileme last week ive gotten least   spam message day,neutral
2978,ive spending time wmy momma were celebrating mothers day early ive good woodburn,negative
2979,heard dad would going september would also come him,neutral
2980,heard disappointing disappointed ive even seen it waste c bale,neutral
2981, mandarinmonday,neutral
2982,yeah thought little warning guys dont miss  shift  dayswk break thats sure,neutral
2983,right need breakfast lets see make tweeting  thinking im bloke multitasking lol,neutral
2984,ill teleport straight,neutral
2985, may new fav number,neutral
2986,done absolutely nothing day todayhow pitiful thatsmdhguess cant go nite gotta work booo,negative
2987,sad casue everyone going seperate ways never going see friend again,negative
2988,cool np its got working series designs,negative
2989,sell car its costing much afford one rollerskate bye bye petey,neutral
2990,like like  causeee im babysitting haha call causeee im kinda bored right,neutral
2991,jim much want see screen adaptation kick  found nick cage it heart sank,neutral
2992,oh sunny,neutral
2993,oh noes hope feel better soon head sympathizes yours,neutral
2994,sunburn really bad now regretting sitting sun without suncream,neutral
2995,feel like im alott drug,neutral
2996,hehe name jack dawson  died titanic u c movie mileyim watching rite now amazingtell leo ihim,neutral
2997,oic cavite sorry im america  see profile theres word like america,positive
2998,throat hurt gonna go read go bed text mee,neutral
2999,watching old skool fall boy vids,neutral
3000,join club,neutral
3001,yspitta caught traffic around howlin wolf mins wondering wth going onmusta nice,negative
3002,agreedthis time year change motto the soggy statemy backyard look like swimming pool,negative
3003,ohhh really want see coraline seems really good,neutral
3004, cold ,neutral
3005,fatty omg found worst  idk need talk you hopefully see get work,neutral
3006,werent picky precise might find interesting talk,neutral
3007,awee,neutral
3008,succesful love you,negative
3009,yeaaaah tangerang vacation,negative
3010,yah,neutral
3011,lost  dollars always lose money,positive
3012,well look like going another night without snuggle bug missing big girl,neutral
3013,good one,neutral
3014,shannon shannie im sorry didnt mean upset you thought would find cute im sorry dont sad,neutral
3015,totally best part day studying haha ok im really leaving hollys ill shortly peace,negative
3016,going clean room thats hard keep room pretty clean reallyanyway could still better things,neutral
3017,got approximately  hour sleep last nighti love life,negative
3018,bad week connectivityarlington panera wifi sucks maybe head legal seafood airport dangmissing metaverse u stream,neutral
3019,mouse attic clog dance,neutral
3020,need make effort meet best online friend like   money cost d,neutral
3021,dude same hurt,neutral
3022,wish dallas still say ow lol hey u spelled name wrong its good thanks ff love,neutral
3023,fall,negative
3024,study hall brittneyy,neutral
3025,flo well thats nice hope ur good,positive
3026,ive reading sims  genetics sims  forums apparently hair dye passed offspring im disappointed,neutral
3027,dont know yet word hopeful though good stuff happening lately im getting excited,neutral
3028,httptwitpiccomjguu  wow pretty x,negative
3029,thats great never good jump roping,neutral
3030,cast true blood,neutral
3031,morning,neutral
3032,new phone  zero contact  poo send message name save number thanks,negative
3033,working something exciting cannot tweet several month,neutral
3034,u great always but cant east germany noko least provoke  go  kill,neutral
3035,nice pair shoes checked nike shoe worth buying,positive
3036,coworkerfriend told manager sent home afraid shes trouble sending home haha dumb ,negative
3037,wat u doin bad im mixin song,neutral
3038,help way,neutral
3039,signing night  good sunday night,neutral
3040,got two ticket one speeding one tinted window,neutral
3041, cleaning house going  see soccergame friend,negative
3042,thanks gorgeous flowers,neutral
3043,its good home,neutral
3044,ap north korea could opt devastating land assault httptinyurlcomnmght via report scary talk say least mm,neutral
3045,need go office again melting,neutral
3046,back home funeral wifes grandfather today time homework,neutral
3047,httptwitpiccomwtii  new hair going greeattt use,negative
3048,test another update sorry bothering u guy,neutral
3049,calling night  talk yall tomorrow,neutral
3050,suck,neutral
3051,happy mothers day mom mother world,negative
3052,want join drama practice today cant,neutral
3053,breakupwords changed,negative
3054,oh ok well im sendin lot love ,neutral
3055,nooooooooou never call anymore lolbut ive good toorick ross town might go  show nite ,positive
3056,ill get size s now straight post office see later hun,positive
3057,tell hasnt miss boge,neutral
3058,possa happy happy bday baby girl love ya hope get everything want,neutral
3059,haha realised sounded lot like stellllaaa lol anyhoo got ur facebook msg start working soon hopefully,neutral
3060,ok love girls work beckons come back later twpp,neutral
3061, sound like jeff best job world,neutral
3062,spent hour trying get newborn bird front garden fly poor baby success,neutral
3063,someone doesnt feel good,neutral
3064,good morning people great day,neutral
3065,u see twitted real xmsirius is let know contact info let transmit this,negative
3066,wish could twitter book expo reception javitz horrible,neutral
3067,     wordsday      wordshour      wordsminute pressure,neutral
3068,august anberlin theyre headlining though yes perth show,neutral
3069,got new clothes series one supernatural dvd,positive
3070,shout nikkipleassseee soulja boy tell em live live  httpustreamuhs,positive
3071,love googles mother day theme httptrimjtl,negative
3072,tha lol congrats,neutral
3073,makin tea stressin,neutral
3074,woah thats cool landed london  and hour agoi love scenery beautiful ,positive
3075,thats terrible enjoy every minute,neutral
3076,oh jealous though youre missing fried potato bread,neutral
3077,vile people remove thing value,neutral
3078,wasting may bank holiday crappy north south brighton partys,neutral
3079, punkrockchick haha saw commercial it  wouldnt kill,positive
3080,guess missed beer good time,neutral
3081,watching favorite tv show hulucom free,positive
3082,full great lunch stuck traffic,neutral
3083,well mother  grandma bit kidding mode,negative
3084,bad headache getting worse minute better,neutral
3085,want come back online talk gossip horrible thing transpired today,neutral
3086,funny wrote,neutral
3087,thanks busy  good book,neutral
3088, tweet last  hours nobody like tweetboard,neutral
3089,thanks appreciate it,neutral
3090,yay ear match,neutral
3091,shes ruddy manageress  nd bad job her never find good place beyond   cut,neutral
3092,wonder anyone would care died tomorrow,positive
3093,laundry instead sitting here darn laundry keep mocking me,neutral
3094,unstable broadband electricity taking toll mental stability,neutral
3095,grr  naplan finished commerce  geo exam good luck y,neutral
3096,nice weatherlooks like going rain delhi,neutral
3097,tweetdeck wont pull up,neutral
3098,little boy drowned yesterday lived subdivision went nicoles school sad,neutral
3099,ultimatum ultimatum matter dress up sucks,neutral
3100,know dont tell anyone dont know dad told famz yet think im taking online,negative
3101,oooh spoiled teenage fantasy,neutral
3102,its nice day look like its going rainjust getting excited taking photo get home,neutral
3103,yay fixed blogs cs problem messed design,positive
3104,ohh yeahh  im probs gonna loner start with thanks person gonna go ,negative
3105,wondering its cold  skylight open  left gas morning,neutral
3106,new forum thread  first typhoon season not headed okinawa made look  httptinyurlcomdmbq,neutral
3107,ill grand,neutral
3108,love mom tooo,neutral
3109,best day ever missed him tomorrow,neutral
3110,thingsmummysaid need learn wash dish laundry wont always you right,negative
3111,yea  its mostly bc couldnt sleep oh well lunch time come soon,negative
3112,ahhh im drinking too bride war really good,neutral
3113,im missin fun aww cryin lol,neutral
3114,thanks gonna next tweetyou man figuratively speaking,neutral
3115,yeah trimet say its hr trip get home ish wed arrive everyone leaving,neutral
3116,cottin emilyyyyyyyy,neutral
3117,simplegirl miss festivity evening heading hill wont internet bb service,neutral
3118,popcorn fruitcake nowbut its chocolate,neutral
3119,g ive sneezing felt like trainwreck last two week myself its piggystuff were good then,neutral
3120,wockeez im missin u guy day ill b tomorrow butttt see u june th blockkkkk,neutral
3121,absurd  feel like dipping pool real quick  bad dont poool,neutral
3122,going get pedicure cpk lunch,neutral
3123,everyone seem leave weekend sigh bed,neutral
3124,going town later get birthday present ipod touch nicely think,neutral
3125,im bed head wont stop giving pain ahgg let sinus allergy whatever tomorrow sogni doro,neutral
3126,bus stop theres always big pile loogies so gross,neutral
3127,well keep posted come fully thanks,neutral
3128,happy star war day,neutral
3129,thanks coming tonight hope ya fun,negative
3130,mean give lol finger crash car lol jk thats bad ignore,neutral
3131,thing looking better better think might quite happy,positive
3132,fun airshow boy today  exhausted,neutral
3133,marley saddest movie ever never cry movie movie mad cry,neutral
3134,one cats sick,neutral
3135,left brooklyn going uptown latin coffee dollar sandwich cant find downtown brooklyn brooklyn ,neutral
3136,cant find camera,neutral
3137,think im  on,neutral
3138,feelin,neutral
3139,im bird broken wings shes song love sing know ,neutral
3140,rofl room small dance,neutral
3141,mmmichelle youre france cheri,neutral
3142,made cry poor hollie ,negative
3143,ok time head urban outfitter see catch eye head home since rain hindering pic day,neutral
3144,really annoyed work appear blocked facebook now,neutral
3145,mother day,negative
3146, printchick thx sharen luv,neutral
3147,delegate eating pate toast wife editing yesterdays engagement shoot ,negative
3148,ha think really lost it time get ready work,neutral
3149,hell yea hot miss cali,neutral
3150,yes done it last homework ready dx go waaalkiiing sun shining  oh yeah,neutral
3151,writing fanfic read,neutral
3152,im saving three burner weber next year,neutral
3153,thanks mr dj,neutral
3154,hate new mt dew commercialthe one giant mosquitoit scare gross time,neutral
3155,ohh sorry  thats someone elses pic bad,neutral
3156,hugs oh gosh im sorry,neutral
3157, yeeeah d lmao dentist arent nice espesh decide old goodie bag sticker  awesome toothpaste,negative
3158,need wait another year toy story ,neutral
3159,hahah hear mvp chant atlantas arena least get right there unlike staple,positive
3160,haha well maybe u shouldnt weak hehe jks ,neutral
3161,biggest food fightmosh pit ever miss across school,neutral
3162,killed dill plant again happen dill great suddenly its dead httptinyurlcommlhf,neutral
3163,wordsaftersex hurt,positive
3164,imagine know love hearing novel im kinda awake lol continue so hopefully,neutral
3165,gonna try get couple hour sleep love going bed  am later twitter,neutral
3166,httptwitpiccomwip  playing ethan love baby,neutral
3167,come want pizza,neutral
3168,geez im hating bein work till  day like feel like wasted lovley day,neutral
3169,every gas station look postcard luck,neutral
3170,ya walked wall thats plaster neck,positive
3171,hey everyone mixed first single why r u im sooo excited,neutral
3172,guy go see constance logically,neutral
3173,sleep wink last night x,neutral
3174, feel pain lived apt  mo previous tenant  cats burning eyestight lung  gregg,neutral
3175,ahh big scary bug flying around room,neutral
3176,oh yes cavs win game onto game its still danger win one either its shot championship,neutral
3177,happy anoop day monica,positive
3178,tried energy drink report back guys im sweating worst cramps want lie,neutral
3179,happy mother may mak love always xoxo,negative
3180,found theres sushi fake crab meat its good,neutral
3181,thinking career change,negative
3182,meh feel fine now crazy  minute sickness session im hungry,neutral
3183,sun,neutral
3184,wellhopefully someday soon get one,neutral
3185,sooooo much stress lately,neutral
3186,too ,neutral
3187,tuned listen  meeting know high schoolcollege french doesnt cut anymore,neutral
3188,chronic illness blog let know ill post link wwwptsiciblogspotcom,negative
3189,weekend getting close bad ill stuck north hopefully ill able get next weekend real life fun,negative
3190,jt regular snl,neutral
3191,twappy httpbitlydqvk,neutral
3192,its never late  need buck idea stop bunch stuffy old reactionaries,neutral
3193,happydont know reason,neutral
3194,fan rofl thats problem two hand,neutral
3195,transport church wont making it im crushed oh well time assignment suppose throat really hurt ,neutral
3196,timeeee mom say something daw tomorrow eh were never compelte,neutral
3197,ive sat sunbathing bombed church day left missed,neutral
3198,know exactly,negative
3199,ive made game you stephen httptinyurlcomctwld  well actually its us,negative
3200,thanks follow nice rest,positive
3201,sensation ocean white portugal absolutely amazing adoreiii,neutral
3202,yeah got ur text well ive summer break week far boring watch tennis match,neutral
3203,ive nudged much going lately umped game wknd took one pill,neutral
3204,saw bird slowly die right next,neutral
3205,hahahaha train want on wild ride,neutral
3206,love family feud episode kardashians tonight,negative
3207,im coming new plan bestie oh one gonna great,negative
3208,hmmm httpwwwdjherocom,neutral
3209,lmaoummmm nothing,neutral
3210, haha agreed lol,neutral
3211,hello im late playing internet love you,neutral
3212,music video made project this city contagious uploading youtube now,neutral
3213,theyre sappin mah sentry errr yea im without power home right,neutral
3214,crash qmbol,negative
3215,perth australia,neutral
3216,httptwitpiccomwgoq  beach phenomenal day,neutral
3217,forgot tonight planning heading cask might good idea,neutral
3218,tiredbut cant go bed yet,negative
3219,youre night owl too huh,neutral
3220,haha kidding listen day long bud,neutral
3221,going group therapy session cant wait spill guts ha ha ha,neutral
3222,eat it its good,neutral
3223,happy mother day esp mommy,negative
3224,phone  old rotary,neutral
3225,look  time sunk in totally shocked tbh,neutral
3226,im schaumburg rite  u want ice cream lol type chilly outside lol got ice cream,neutral
3227,im donehaha house md marathon ulet,neutral
3228,omginorite id fancy tophatted time its really bad cant grow handlebar moustache,neutral
3229,got ya  wouldnt bad tho right,positive
3230,finish clean computerguest rooms cupboard stuff,neutral
3231,watched slumdog millionaire soo goood love  sad,neutral
3232,feel you sound like kiya last night say get comfy couch enjoy cuddles,neutral
3233, eh  u never heard belfast like everyone love you,neutral
3234,wow ,negative
3235,yes too cant understand that mean know its hollywood thing called love,negative
3236,hve blister pinky nd hurt soooo much,neutral
3237,watching happens vegas,neutral
3238,oh happy day nice weather smiling happy baby icecream later,positive
3239,headed beach puppy maverick hug much aloha,neutral
3240,want borrow mx weekend,neutral
3241,lol peek httpgeehallblogspotcom its coming along nicely totally understand leaving set quiet too,negative
3242,uk o  train bristol london its terrible  wifi,neutral
3243,everything spinning,neutral
3244,serafina headed way,neutral
3245,d version suck,neutral
3246,way school feeln rainy day all lot fun weekend ,neutral
3247,congratulation heart hacker computer hacker,neutral
3248,going sooooo busy today its funny hate busy days,neutral
3249,still hour,neutral
3250,oh dear thats just disturbing coffee connoisseur died little,neutral
3251,ouch give head ill know duck,neutral
3252,problem is superstar always deliver huge files much energy pixel,negative
3253,realised much love sunday,neutral
3254,wish headachealmost migraine would go away,neutral
3255,hairspray hair  lighterbong  new haircut,neutral
3256,listening jesses music  myspace also getting hang twiiter feel need followers dont shy,positive
3257,ahhh ok remember film now never saw though check out thanks,neutral
3258,traveler want tix oh right im know near vacaville ca,neutral
3259,guy called adhd kid earlier today hurt,negative
3260,im surfin,neutral
3261,meebocom free thing  doesnt effect comp thats use ,neutral
3262,insomniaa trying sleep  hour  ,neutral
3263,happy mother day mamma,negative
3264, welcome twitter world andrew tell david twitter haha kiddin know doesnt want one booo,positive
3265,decorated mom room asleep mother day shell wake banner balloons woo,negative
3266,jealous wanted see film,neutral
3267,hk funny,neutral
3268,amazing x,neutral
3269,th post dedicated sarahsunny weatherand love snake plane bring it song died already,negative
3270,chatting matt mercy mercedes lol,negative
3271,im work im still sick im really pissed sunday,neutral
3272,indeed glad hear everything good you im great life good,neutral
3273,scramming little early nib sound pathetic,negative
3274,wash dish like boss lol,negative
3275,wish schoolbut sadly still like another month left,neutral
3276,make one im still craving shrimp,neutral
3277,its consolation ive abandon back garden thanks superreflective laptop screen,neutral
3278,sorry letting,positive
3279,serious bloooooows,neutral
3280,me you counting crows table mountain casino event center near fresno july  there,neutral
3281,dw funny,neutral
3282,happy came said hi twas nice meet indeed thanks much coming talking,negative
3283,aw wee lassie made cry tear streamin doon face lol thats wee shame x,neutral
3284,ooo goddddd vodafone trouble network,neutral
3285,study day finished care plan hungry hell ima go treat burrito good day work,positive
3286,ur mom called guess not c u  ,neutral
3287,definitely feel sorry jamie stewart amsterdam audience really suck wwwxiuxiuorg read post may th ,neutral
3288,im feeling twitter moment,neutral
3289,feel like babysitting want go gym weird know miss zack,neutral
3290, wow thats big listlol would happy got half done feel lazythanks kidding,neutral
3291,hate cant sleep,neutral
3292,edgefest maybe since youre driving,neutral
3293,heres healingsleep energy sweetie,negative
3294,thats alright add egg maybe sort leftover meat its bad ,neutral
3295,sorry bro thats rough,neutral
3296,excellent chiang mai definitely possible next vacation stop thanks info,neutral
3297,grr allowed gas grill live sucks,neutral
3298,oh nosorry hear ,neutral
3299,thats love,neutral
3300,definitely coming hope ur ready,negative
3301,much homework think going hide corner cry,negative
3302,sad david leaving tomoro week,negative
3303,pleasure bojan,positive
3304,decaf isnt cutting right now  httpblipfmg,neutral
3305,sound good too,neutral
3306,xo today yeah,neutral
3307,would dover race played classic,negative
3308,humidity friend ask hair,neutral
3309,im going vega summer,neutral
3310,advisor haha im going turn thingsbut cant tweet phone stupid spammers,negative
3311,kicking like crazy,neutral
3312,httptwitpiccomutj  poor thing,neutral
3313,home dont feel like going work tomorrow,neutral
3314,day going well far meeting  though,positive
3315,thank u sweetie cant wait set sail u next week,neutral
3316,listening hallelujah youtube leonard cohen wins xfactor,neutral
3317,weather good mmm today shame working tomorrow,neutral
3318,watching friend reduces stress inside me thanks bright kauffman crane created series love love love,negative
3319,finished work  midday kiddie dinner  getup  go  ah well its bank holiday fb,neutral
3320,tmeme besties there twitpic httptwitpiccomhac  besties if httptwitpiccomhac,neutral
3321,hmm first pizza age feel bit sick thatll teach me,neutral
3322,sister stupid party  wanna hang friends hilly wont txt back,neutral
3323,hoping one day able go date  year old boyfriend without parents,neutral
3324,spend office,neutral
3325,fort greene brooklyn flea lovely  looking forward next weekend already,negative
3326,cant exam wednesday,neutral
3327,today first day,positive
3328,need get adjustment neck whack,neutral
3329,omg cliff richard song mind lol,neutral
3330,wolframs got chinese room problem chinese or bangalorean hacker run without knowing english it,neutral
3331,ive reply topic yet lolz welll somethin could reply yanno ,neutral
3332,woo hoo sun outside might able get sunset shot tonight finger crossed,neutral
3333,m transtelecom,neutral
3334,youre good friend dave wait hope dont wait long though,neutral
3335,last time well get taco like this,neutral
3336,seen game website awesomness go msn,neutral
3337,where u magazine,neutral
3338,haha lol one effing cool you got wutang pe tshirts gorgeous  represent time,negative
3339,great im glad enjoy hope great day,neutral
3340,hmmm hes lovely wish now im tired cant sleep,neutral
3341,lost u ending  i mean dont eat greypoupon anything prefer bleaker original,neutral
3342,good morning got afternoon germany,neutral
3343,getting stressed sortie tomorrow like really really stress,neutral
3344,bread oven room cleaned almost done thing list today,neutral
3345,stathamfans sure dedicatedgotta love that great  productive day,neutral
3346,stuck lady,positive
3347,stuck anniston mississippi got car accident  im scared drive boy driver ed fun summer d,neutral
3348,leme put bottle ciroc yababy make popular,neutral
3349,live chat soooon likely,neutral
3350,eating breakfast panera bread boring cloudy weather lil drizzle,negative
